INDEX,NAME,TYPE,MAC,SN,STREAM,IPMODE,IP,SUBNET,GW,MODE,SWVER,WEBVER,AUDIOSTREAM,AUDIOENABLE,RESOLUTION,2NDSTREAM,EXTREMEQUALITY,RS232BAUD,HDMIAUDIOENABLE,LASTFRAMEHOLD,DVIOFFSTREAMLOSS,EDID,WP_STREAM_WIN0,WP_STREAM_WIN1,WP_STREAM_WIN2,WP_STREAM_WIN3,WP_STREAM_WIN4,WP_STREAM_WIN5,WP_STREAM_WIN6,WP_STREAM_WIN7,WP_STREAM_WIN8,UNSOLICITEDIPADDR,DISCOVERYINTERVALSEC,ENABLEDISCOVERYPACKETS,MEDIAPORT0,MEDIAPORT1,PORTSHUTDOWN1,GRATARP,GRATARPINT,UNSOLSTATUS,UNSOLSTATUSINT,USERMCMODE,USERMCIP,IRCOMMANDHOLDOFF,IRREPEATHOLDOFF,USBENABLE,FORCEHTTPS,SETTINGSLOCK,STREAMAUDIO,MUTE,PLAYMODE,YCBCROUTPUT,GEN1COMPATIBILITY,SIMPLIFIEDDVI,LIVEAUDIOLOCALPLAY,BYPASSSCALER,LINEOUTVOLLEFT,LINEOUTVOLRIGHT,NEGATIVEVSYNC,NEGATIVEHSYNC,IGMPJOINSENABLE,IGMPJOINSINTERVAL,AUTOSYNCCONTROL,AUTOSYNCMAXADJUSTRATE,MAINTAINASPECTRATIO,LINEINGAINLEFT,LINEINGAINRIGHT,AUDIODELAY,PKTTTL,PKTDSCP,IMAGEQUALITY,MOTIONQUALITY,AUDIOINPUTTYPE,TXSAMPLERATE,TXEXTRAHOFFSET,TXEXTRAVOFFSET,SWAPCBCR,COLORSPACECOR,USEHPFORNONSUPMODE,UNCOMPRESSEDMODE,REDBRIGHTNESS,GREENBRIGHTNESS,BLUEBRIGHTNESS,SOGWINDOW,YCBCROUTPUTPASSTHRU,SIMPLEDVIDETECTPASSTHRU,HDMIAUDIOPASSTHRU,NEGATIVESYNCSPASSTHRU,ADCLEFTGAIN,ADCRIGHTGAIN,GEN1OUTPUTMODE,N2121COMPATIBILITY,ENCRYPTEDAUDIO,RELAXEDANALOGINPUTTIMING,MPCENABLE,VIDEOSOURCE,NTPSERVER1,NTPSERVER2,NTPSERVER3,MANUALDNS,DNSSERVER1,DNSSERVER2,SENDSCHEDULE,SENDSTARTTIME,SENDENDTIME,SENDUSERNAME,SENDPORT,SENDVALIDATE,SENDMETHOD,SENDAUTODELETE,SENDCONVERTMP4,SENDDESTADDR,RECORDBASENAME,SENDPATH,UNICASTMODE,UNICASTDESTIPADDR,AUDIOBITRATE,XPORTPORT,STREAMURL,RTSPPORT,RTCPPORT,VIDDETECTMODE,STREAMPCMAUDIO,GOPWIDTH,XPORTSTREAM,RTPENCAP,ENCODERMODE,FORCEMULTICAST,HTTPFILEDURSEC,STREAM_U,STREAM_C,P0_COMPRESSED,P1_COMPRESSED,P1_UNCOMPRESSED,HOMEPAGE,BRIGHTNESS,SLEEPDELAY,ENABLEWIRELESSAP,ENABLEBLUETOOTH,TXNAME,RXNAME,MASTERVOLLEFT,MASTERVOLRIGHT,HEADPHONEVOLLEFT,HEADPHONEVOLRIGHT,TXINPUTBALANCED,RELAY1CLOSED,RELAY2CLOSED,RELAYINTERLOCK,PHANTOMPOWER,UNSOLICITEDSTATUSINTERVAL,AUDIODELAYRX,CAPTURESAMPLERATE,UNICASTDESTIPADDR2,RXUNICASTMODE,DVRMODE,STREAM1A,STREAM2A,STREAM3A,STREAM4A,STREAM5A,STREAM6A,STREAM7A,STREAM8A,STREAM9A,MPEGMODE,GEN1STATPACKET,APPENDDESC,PREPENDTIMESTAMP,PREPENDSTREAM,ONLYNTP,VIDRTCPPORT,SUPPORTBFRAMES,DECODERMODE,DISABLECLOCKSYNC
77,AV107-08,N23-DEC,00:19:0B:85:4A:A0,N2322A10009362,17,Static IP,10.40.242.163,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,AV107-09,N23-DEC,00:19:0B:85:4A:92,N2322A10009348,11,Static IP,10.40.242.158,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,AV107-10,N23-DEC,00:19:0B:85:4A:95,N2322A10009351,20,Static IP,10.40.242.160,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,AV107-11,N23-DEC,00:19:0B:85:4A:9E,N2322A10009360,26,Static IP,10.40.242.162,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,AV107-12,N23-DEC,00:19:0B:85:4A:9F,N2322A10009361,17,Static IP,10.40.242.196,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,AV107-13,N23-DEC,00:19:0B:85:4A:96,N2322A10009352,20,Static IP,10.40.242.197,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,AV107-14,N23-DEC,00:19:0B:85:4A:97,N2322A10009353,22,Static IP,10.40.242.198,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,AV107-15,N23-DEC,00:19:0B:85:4A:8F,N2322A10009345,22,Static IP,10.40.242.194,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,AV107-16,N23-DEC,00:19:0B:85:4A:90,N2322A10009346,11,Static IP,10.40.242.157,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,AV107-17,N23-DEC,00:19:0B:85:4A:91,N2322A10009347,12,Static IP,10.40.242.193,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,AV107-18,N23-DEC,00:19:0B:85:4A:9A,N2322A10009356,15,Static IP,10.40.242.192,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,AV107-19,N23-DEC,00:19:0B:85:4A:9B,N2322A10009357,26,Static IP,10.40.242.191,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,AV107-20,N23-DEC,00:19:0B:85:4A:9C,N2322A10009358,12,Static IP,10.40.242.190,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,AV107-21,N23-DEC,00:19:0B:85:4A:9D,N2322A10009359,20,Static IP,10.40.242.189,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,AV107-22,N23-DEC,00:19:0B:85:4A:99,N2322A10009355,17,Static IP,10.40.242.186,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,AV107-23,N23-DEC,00:19:0B:85:4A:F4,N2322A10009446,14,Static IP,10.40.242.185,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,AV107-24,N23-DEC,00:19:0B:85:4A:F9,N2322A10009451,11,Static IP,10.40.242.184,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,AV107-25,N23-DEC,00:19:0B:85:4A:FA,N2322A10009452,12,Static IP,10.40.242.183,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,AV107-26,N23-DEC,00:19:0B:85:4A:F5,N2322A10009447,19,Static IP,10.40.242.182,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,28,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,AV107-27,N23-DEC,00:19:0B:85:38:89,N2322A10006961,12,Static IP,10.40.242.212,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,AV300-01,N23-DEC,00:19:0B:85:38:3E,N2322A10006886,2,Static IP,10.40.242.21,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,AV300-02,N23-DEC,00:19:0B:85:38:DE,N2322A10007046,26,Static IP,10.40.242.22,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,AV300-03,N23-DEC,00:19:0B:85:38:EE,N2322A10007062,12,Static IP,10.40.242.23,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,AV300-04,N23-DEC,00:19:0B:85:38:48,N2322A10006896,10,Static IP,10.40.242.24,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,AV300-05,N23-DEC,00:19:0B:85:38:47,N2322A10006895,10,Static IP,10.40.242.25,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,AV300-06,N23-DEC,00:19:0B:85:38:4C,N2322A10006900,10,Static IP,10.40.242.26,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,AV300-07,N23-DEC,00:19:0B:85:49:CC,N2322A10009150,11,Static IP,10.40.242.27,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,AV300-08,N23-DEC,00:19:0B:85:38:3D,N2322A10006885,10,Static IP,10.40.242.28,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,AV300-09,N23-DEC,00:19:0B:85:38:4E,N2322A10006902,10,Static IP,10.40.242.29,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,AV300-10,N23-DEC,00:19:0B:85:38:4F,N2322A10006903,10,Static IP,10.40.242.30,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,AV300-11,N23-DEC,00:19:0B:85:38:4D,N2322A10006901,26,Static IP,10.40.242.31,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,AV300-12,N23-DEC,00:19:0B:85:38:46,N2322A10006894,20,Static IP,10.40.242.32,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,AV300-13,N23-DEC,00:19:0B:85:38:49,N2322A10006897,11,Static IP,10.40.242.33,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,AV300-14,N23-DEC,00:19:0B:85:3A:BD,N2322A10007525,26,Static IP,10.40.242.34,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,AV300-15,N23-DEC,00:19:0B:85:3A:BE,N2322A10007526,22,Static IP,10.40.242.35,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,AV300-16,N23-DEC,00:19:0B:85:3A:BC,N2322A10007524,21,Static IP,10.40.242.36,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,AV300-17,N23-DEC,00:19:0B:85:3A:C5,N2322A10007533,26,Static IP,10.40.242.37,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,AV300-18,N23-DEC,00:19:0B:85:38:4A,N2322A10006898,9,Static IP,10.40.242.38,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,AV300-19,N23-DEC,00:19:0B:85:3A:CE,N2322A10007542,18,Static IP,10.40.242.39,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,AV300-20,N23-DEC,00:19:0B:85:3A:CC,N2322A10007540,26,Static IP,10.40.242.40,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,AV300-21,N23-DEC,00:19:0B:85:3A:C6,N2322A10007534,16,Static IP,10.40.242.41,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,AV300-22,N23-DEC,00:19:0B:85:3A:BF,N2322A10007527,15,Static IP,10.40.242.42,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,AV300-23,N23-DEC,00:19:0B:85:3A:C4,N2322A10007532,26,Static IP,10.40.242.43,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,AV300-24,N23-DEC,00:19:0B:85:38:3C,N2322A10006884,13,Static IP,10.40.242.44,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,AV300-25,N23-DEC,00:19:0B:85:38:3F,N2322A10006887,12,Static IP,10.40.242.45,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,AV300-26,N23-DEC,00:19:0B:85:3A:CB,N2322A10007539,11,Static IP,10.40.242.46,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,AV300-27,N23-DEC,00:19:0B:85:3A:CF,N2322A10007543,1,Static IP,10.40.242.47,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
